UTILCODE,PLNTCODE,PLNTNAME,CNTYNAME,STATE,PLNTZIP,WATSOURCE,NERC,NAICS,SERVICE AREA,REGULATORY STATUS
876,54877,Atlanta Gift Mart LP,Fulton,GA,30303,,SERC,514,Georgia Power Co,NR
877,54455,Art Institute of Chicago,Cook,IL,60603,,RFC,712,Commonwealth Edison Co,NR
885,54322,Avondale Mills,Richmond,GA,30904,Augusta Canal,SERC,314,Georgia Power Co,NR
900,10157,Asbury Park Press,Monmouth,NJ,7754,Municipality,RFC,323,Jersey Central Power & Lt Co,NR
906,7395,Squam Lake Dam,Grafton,NH,3217,Squam Lake,NPCC,22,,RE
910,54881,Nexpak,Gwinnett,GA,30096,Gwinnett Co.,SERC,326,Georgia Power Co,NR
911,1259,Ashland,Clark,KS,67831,N/A,SPP,22,,RE
914,10568,Port Arthur Texas Refinery,Jefferson,TX,77642,Municipality,SERC,32411,Entergy Gulf States Inc,NR
918,7458,Ruedi,Pitkin,CO,81611,Ruedi Reservoir,WECC,22,,RE
918,56566,Castle Creek Hyrdoplant,Pitkin,CO,81611,Castle Creek Municipality,WECC,22,,RE
924,2167,New Madrid,New Madrid,MO,63869,Mississippi River,SPP,22,,RE
924,2168,Thomas Hill,Randolph,MO,65244,Thomas Hill Lake,SERC,22,,RE
924,6563,Unionville,Putnam,MO,63565,N/A,SERC,22,,RE
924,7604,St Francis Energy Facility,Dunklin,MO,63933,Wells,SERC,22,,RE
924,7749,Essex,Stoddard,MO,63825,Wells,SERC,22,,RE
924,7754,Nodaway,Nodaway,MO,64434,Wells,SPP,22,,RE
924,7757,Chouteau,Mayes,OK,74362,Grand River,SPP,22,,RE
924,7848,Holden,Johnson,MO,64040,Public Water Supply District 2,SPP,22,,RE
924,55340,Dell Power Station,Mississippi,AR,72426,Cooling Tower. Well,SERC,22,,RE
943,54284,AT&T Alpharetta Center,Fulton,GA,30005,,SERC,513,Georgia Power Co,NR
949,55709,Athens Energy Center,Clarke,GA,30607,Municipality,SERC,22,Georgia Power Co,NR
954,55028,Averitt Lumber,Montgomery,TN,37042,Cooling Tower,SERC,321,Clarksville City of,NR
963,2378,B L England,Cape May,NJ,8223,Great Egg Harbor River,RFC,22,,RE
965,1124,Atlantic,Cass,IA,50022,Municipality,MRO,22,,RE
980,10638,Pasadena,Harris,TX,77506,CWA,ERCOT,32512,"CenterPoint Energy Houston Electric, LLC",NR
980,55309,Air Products Port Arthur,Jefferson,TX,77640,Valero Energy Corp,SERC,22,Entergy Gulf States Inc,NR
986,79,Aurora Energy LLC Chena,Fairbanks North Star,AK,99701,Chena River,ASCC,22,Golden Valley Elec Assn Inc,NR
989,1260,Attica,Harper,KS,67009,Municipality,SPP,22,,RE
991,10639,New Orleans,Orleans,LA,70129,Well Water,SERC,325188,Entergy New Orleans Inc,NR
991,55308,Calvert City,Marshall,KY,42029,Tennessee River,RFC,325188,Tennessee Valley Authority,NR
991,55557,Wilmington Hydrogen Plant,Los Angeles,CA,90744,L.A. Dept. of Water and Power,WECC,325188,Los Angeles City of,NR
993,2215,Auburn,Nemaha,NE,68305,Wells (Municipal Wells),MRO,22,,RE
998,1261,Plant No 1,Butler,KS,67010,Municipality,SPP,22,,RE
998,6791,Plant No 2,Butler,KS,67010,Municipality,SPP,22,,RE
1000,181,Fairbanks,Woodruff,AR,72006,Municipal Water Supply,SPP,22,,RE
1005,54801,Avalon/Mayo Hydropower,Rockingham,NC,27027,Mayo River,SERC,2213,Duke Energy Corporation,NR
1009,1960,Austin DT,Mower,MN,55912,Red Cedar River,MRO,22,,RE
1009,1961,Austin Northeast,Mower,MN,55912,Red Cedar River,MRO,22,,RE
1015,3548,Decker Creek,Travis,TX,78724,Lake Walter E. Long,ERCOT,22,,RE
1015,3549,Holly Street,Travis,TX,78702,Colorado River,ERCOT,22,,RE
1015,7900,Sand Hill,Travis,TX,78617,Colorado River/ SA Reg WWTP,ERCOT,22,,RE
1015,56373,Domain Plant,Travis,TX,78758,City of Austin,ERCOT,22,Austin Energy,NR
1015,56374,Robert Mueller Energy Center,Travis,TX,78723,Municipality,ERCOT,22,Austin Energy,NR
1035,54367,Aves Hamilton,Mercer,NJ,8603,,,22,Public Service Elec & Gas Co,NR
1053,54940,Austin State Hospital,Travis,TX,78751,Municipality,ERCOT,622,Austin Energy,NR
1058,50200,B Braun Medical,Orange,CA,92614,,WECC,339,Southern California Edison Co,NR
1074,55144,Hays Energy Project,Hays,TX,78666,GBRA/City of San Marcos,ERCOT,22,Lower Colorado River Authority,NR
1137,55742,Badger Wind Farm,Iowa City,WI,53526,,MRO,22,Wisconsin Electric Power Co,NR
1148,1262,Baldwin City,Douglas,KS,66006,Municipality,SPP,22,,RE
1148,8020,Baldwin City,Douglas,KS,66006,Municipal,SPP,22,,RE
1172,1125,Bancroft,Kossuth,IA,50517,,MRO,22,,RE
1179,783,Basin Mills,Penobscot,ME,4473,Penobscot River,NPCC,22,,RE
1179,784,Veazie C,Penobscot,ME,4401,Penobscot River,NPCC,22,,RE
1179,1466,Bar Harbor,Hancock,ME,4609,On-Site Well,NPCC,22,,RE
1179,1468,Eastport,Washington,ME,4631,City Water Supply,NPCC,22,,RE
1179,1474,Medway,Penobscot,ME,4460,W Branch Penobscot River,NPCC,22,,RE
1182,10319,Geismar,Ascension,LA,70734,Not applicable,SERC,325,Entergy Gulf States Inc,NR
1182,10320,Enka,Buncombe,NC,28728,Not Applicable,SERC,325,Progress Energy Carolinas Inc,NR
1182,55311,BASF Freeport Works,Brazoria,TX,77541,Brazos River,ERCOT,325,"CenterPoint Energy Houston Electric, LLC",NR
1187,10255,Bangor Pacific Hydro,Penobscot,ME,4493,Penobscot River,NPCC,22,Bangor Hydro-Electric Co,NR
1194,10008,Baptist Medical Center,Duval,FL,32207,,FRCC,622,Jacksonville Electric Authority,NR
1268,55699,Bayswater Peaking Facility LLC,Queens,NY,11691,,NPCC,22,Long Island Power Authority,NR
1276,7173,Barrow,North Slope,AK,99723,N/A,ASCC,22,,RE
1278,4102,Barron,Barron,WI,54812,Yellow River,MRO,22,,RE
1298,55819,Barton Shoals Energy Center,Colbert,AL,35631,Pickwick Lake,SERC,22,Tennessee Valley Authority,NR
1299,3753,West Charleston,Orleans,VT,5872,Clyde River,NPCC,22,,RE
1307,2817,Leland Olds,Mercer,ND,58571,Missouri River,MRO,22,,RE
1307,6092,Spirit Mound,Clay,SD,57069,NA,MRO,22,,RE
1307,6204,Laramie River Station,Platte,WY,82070,Grayrocks Dam Laramie River,MRO,22,,RE
1307,6469,Antelope Valley,Mercer,ND,58523,Lake Sakakawea,MRO,22,,RE
1307,7974,Chamberlain Wind Project,Brule,SD,57325,NA,MRO,22,,RE
1307,8026,Hartzog,Campbell,WY,82732,NA,WECC,22,,RE
1307,8028,Arvada,Sheridan,WY,82831,NA,WECC,22,,RE
1307,8030,Barber Creek,Campbell,WY,82718,NA,WECC,22,,RE
1307,55995,Minot Wind Project,Ward,ND,58701,NA,MRO,22,,RE
1307,56238,Groton Generating Station,Brown,SD,57445,Municipality,MRO,22,,RE
1307,56606,Culbertson Station,Roosevelt,MT,59218,,MRO,22,,RE
1307,56607,North Dakota Wind Project,Ward,ND,58701,,MRO,22,,RE
1307,56608,South Dakota Wind Project,,SD,,,MRO,22,,RE
1307,56609,Dry Fork Station,Campbell,WY,82732,,WECC,22,,RE
1307,56610,White Plant,Brookings,SD,57276,,MRO,22,,RE
1308,55866,Basin Creek Plant,Silver Bow,MT,59701,Municipality,WECC,22,NorthWestern Energy,NR
1311,50911,Bassett Table,Henry,VA,24055,Smith River,RFC,337,Appalachian Power Co,NR
1311,50912,J D Bassett Manufacturing,Henry,VA,24055,Smith River,RFC,337,American Electric Power Inc,NR
1353,1963,Baudette,Lake of The Woods,MN,56623,Municipality,MRO,22,,RE
1357,55122,NAFTA Region Olefins Complex Cogen Fac,Jefferson,TX,77643,LNVA-Water Facility,SERC,325,Entergy Gulf States Inc,NR
1361,55944,Bay Windpower I,Emmet,MI,49701,,MRO,22,Consumers Energy Company,NR
1362,54863,Bassett Healthcare,Otsego,NY,13326,,NPCC,622,New York State Elec & Gas Corp,NR
1366,7398,Water Street Station,Bay,MI,48708,,RFC,22,,RE
1366,7399,Henry Station,Bay,MI,48706,,RFC,22,,RE
1388,54155,Lisburne Production Center,North Slope,AK,99734,,ASCC,211,"Arctic Utilities, Inc",
1410,52003,Merritt Square Mall,Brevard,FL,32952,Municipality,FRCC,521,Florida Power & Light Company,NR
1415,55200,Arapahoe Combustion Turbine Project,Denver,CO,80223,Denver Water Department,WECC,22,Public Service Co of Colorado,NR
1415,55207,Valmont Combustion Turbine Project,Boulder,CO,80302,Hill Crest Reservoir,WECC,22,Public Service Co of Colorado,NR
1428,10009,Beaver Wood Joint Venture,Penobscot,ME,4457,,NPCC,22,Bangor Hydro-Electric Co,NR
1435,2217,Beaver City,Furnas,NE,68926,Wells,MRO,22,,RE
1439,10490,Beaver Falls I,Lewis,NY,13305,Beaver River,NPCC,22,Niagara Mohawk Power Corp,NR
1439,54691,Beaver Falls II,Lewis,NY,13305,Beaver River,NPCC,22,Niagara Mohawk Power Corp,NR
1450,54456,Beechwood Energy Resources,Schuylkill,PA,17901,,,22,PPL Electric Utilities Corp,NR
1456,3821,Snowden,Amherst,VA,24526,James River,RFC,22,,RE
1511,10021,The Bellevue,Philadelphia,PA,19102,Municipality,,721,PECO Energy Co,NR
1512,1263,Belleville,Republic,KS,66935,City Water,SPP,22,,RE
1515,1126,Bellevue,Jackson,IA,52031,Jordon Stream Wells,MRO,22,,RE
1525,1264,Beloit,Mitchell,KS,67420,,SPP,22,,RE
1528,10285,Townsend Hydro,Beaver,PA,15066,Beaver River,RFC,22,Duquesne Light Co,NR
1553,54861,Hancock Creek,King,WA,98065,Hancock Creek,WECC,22,Puget Sound Energy Inc,NR
1553,54862,Calligan Creek,King,WA,98065,Calligan Creek,WECC,22,Puget Sound Energy Inc,NR
1554,2218,Benkelman,Dundy,NE,69021,Wells,MRO,22,,RE
1569,50170,Berry Cogen,Kern,CA,93268,,WECC,211,Pacific Gas & Electric Co,NR
1569,50622,Berry Cogen Tanne Hills 18,Kern,CA,93252,,WECC,22,Pacific Gas & Electric Co,NR
1569,52096,Berry Placerita Cogen,Los Angeles,CA,91321,,WECC,324,Southern California Edison Co,NR
1573,1964,Benson City of,Swift,MN,56215,Municipality,MRO,22,,RE
1579,7945,Finley Combustion Turbine Plant,Benton,WA,99337,N/A,WECC,22,,RE
1615,6565,Berlin,Worcester,MD,21811,Municipality,RFC,22,,RE
1616,55041,Berkshire Power,Hampden,MA,1001,Municipality,NPCC,22,Western Massachusetts Elec Co,NR
1624,7969,Berrians 1 Gas,Queens,NY,11105,N/A,NPCC,22,Consolidated Edison Sol Inc,NR
1636,55958,Big Cajun 1 Peakers,Pointe Coupee,LA,70749,,SERC,22,Entergy Gulf States Inc,NR
1647,2114,Bethany,Harrison,MO,64424,Municipality,SPP,22,,RE
1647,7944,Bethany II,Harrison,MO,64424,Municipality,SPP,22,,RE
1651,6566,Bethel,Bethel,AK,99559,Cooling,ASCC,22,,RE
1652,50538,Black Hills Ontario Facility,San Bernardino,CA,91761,Wells/Municipality,WECC,311,Southern California Edison Co,NR
1678,10282,Big Creek Water Works,Trinity,CA,96046,Big Creek,WECC,2213,Pacific Gas & Electric Co,NR
1684,56049,Berrien Energy Center,Berrien,MI,49022,Municipality,,22,AEP Generating Company,NR
1687,50568,High Acres Gas Recovery,Monroe,NY,14450,,NPCC,22,Rochester Gas and Electric Corporation,NR
1687,50572,CSL Gas Recovery,Broward,FL,33073,Municipality,FRCC,22,Florida Power & Light Company,NR
1687,50577,Omega Hills Gas Recovery,Washington,WI,53051,,MRO,22,Wisconsin Electric Power Co,NR
1687,54539,Venice Resources Gas Recovery,Shiawassee,MI,48449,,MRO,22,Consumers Energy Company,NR
1687,54660,Mohawk Valley Landfill Gas Recovery,Herkimer,NY,13340,,NPCC,22,Niagara Mohawk Power Corp,NR
1687,54663,Turnkey Landfill Gas Recovery,Strafford,NH,3839,,NPCC,22,Public Service Co of NH,NR
1687,54700,Metro Methane Recovery Facility,Polk,IA,50169,,MRO,22,MidAmerican Energy Co,NR
1687,55014,Greene Valley Gas Recovery,Du Page,IL,60540,,RFC,22,Commonwealth Edison Co,NR
1687,55074,Lakeview Gas Recovery,Erie,PA,16509,,RFC,22,Pennsylvania Electric Co,NR
1687,55925,Ridgeview,Manitowoc,WI,54247,,MRO,22,Wisconsin Electric Power Co,NR
1711,10288,Big Valley Lumber,Lassen,CA,96009,N/A,WECC,321,Pacific Gas & Electric Co,NR
1735,54304,Birchwood Power,King George,VA,22485,Rappahannock River,SERC,22,Virginia Electric & Power Co,NR
1745,10869,Biomass One LP,Jackson,OR,97503,Medford Water Commission,WECC,22,PacifiCorp,NR
1746,10464,Black River Generation,Jefferson,NY,13602,Black River,NPCC,22,Niagara Mohawk Power Corp,NR
1751,10140,Birch Creek Power,Clark,ID,83409,Birch Creek,WECC,22,PacifiCorp,NR
1752,54296,Biola University,Los Angeles,CA,90639,Municipal,WECC,611,Southern California Edison Co,NR
1773,10761,Las Vegas Cogen LP,Clark,NV,89030,City of North Las Vegas,WECC,22,Nevada Power Company,NR
1773,55952,Las Vegas Cogeneration LP II,Clark,NV,89030,City Of North Las Vegas,WECC,22,Nevada Power Co,NR
1784,54860,Black Creek,King,WA,98009,Hydroelectric,WECC,22,Puget Sound Energy Inc,NR
1807,55021,BIOTEN Power Plant,Macon,TN,37150,,SERC,22,Tennessee Valley Authority,NR
1828,56090,Blacksand Generating Facility,Orange,CA,92821,None,WECC,324,Southern California Edison Co,NR
1851,54514,Blind Canyon Hydro,Gooding,ID,83355,Irrigation Canal,WECC,22,Idaho Power Co,NR
1857,6567,Block Island,Washington,RI,2807,,NPCC,22,,RE
1864,52041,Hopkinton Energy,Merrimack,NH,3229,Contoocook River,NPCC,22,Public Service Co of NH,NR
1869,1127,Bloomfield,Davis,IA,52537,Bloomfield Municipality,MRO,22,,RE
1871,1966,Blooming Prairie,Steele,MN,55917,Wells,MRO,22,,RE
1877,55645,Blue Spruce Energy Center,Adams,CO,80019,Wells,WECC,22,Public Service Co of Colorado,NR
1881,56081,Blue Canyon Windpower,Comanche,OK,73015,,SPP,22,"Western Farmers Elec Coop, Inc",NR
1882,55492,Blount,Blount,AL,35079,,SERC,22,Tennessee Valley Authority,NR
1883,1967,Blue Earth,Faribault,MN,56013,Wells,MRO,22,,RE
1896,1023,Bluffton,Wells,IN,46714,Municipality,RFC,22,,RE
1922,55044,Boise Cascade Pulp & Paper Mill,Clarke,AL,36545,Tombigbee River,SERC,322122,Alabama Power Co,NR
1924,10488,DeRidder Mill,Beauregard,LA,70634,Well,SPP,322122,Cleco Power LLC,NR
1932,10014,Lucky Peak Power Plant Project,Ada,ID,83716,Boise River,WECC,22,Idaho Power Co,NR
1932,56498,Mora Drop Hydroelectric Project,Ada,ID,83634,Mora Canal,WECC,22,Idaho Power Co,NR
1936,55929,Bolivar,Hardeman,TN,38008,,SERC,22,,RE
1940,55843,Bonnet Carre Power LLC,St John The Baptist,LA,70068,Mississippi River,SERC,22,Entergy Louisiana Inc,NR
1947,10280,Bob Jones University Cogen Plant,Greenville,SC,29614,Municipality,SERC,611,Duke Energy Corporation,NR
1950,50650,Boralex Stratton Energy,Franklin,ME,4982,Wells,NPCC,22,Central Maine Power Co,NR
1951,10148,White Pine Electric Power,Ontonagon,MI,49971,Lake Superior,RFC,22,Wisconsin Electric Power Co,NR
1956,6506,Moyie Springs,Boundary,ID,83845,Moyie River,WECC,22,,RE
1959,10354,Boralex Beaver Livermore Falls,Androscoggin,ME,4254,Androscoggin River,NPCC,22,Central Maine Power Co,NR
1966,50539,Boltonville Hydro Associates,Orange,VT,5081,Wells River,NPCC,22,Green Mountain Power Corp,NR
1976,50277,Boralex Chateaugay Power Station,Franklin,NY,12920,Wells,NPCC,22,New York State Elec & Gas Corp,NR
1981,10356,Boralex Ashland,Aroostook,ME,4732,Big Machis River,NPCC,22,Maine Public Service Co,NR
1984,7513,Boralex Fort Fairfield,Aroostook,ME,4742,MUNICIPALITY,NPCC,22,Maine Public Service Co,NR
1991,10486,Boise Cascade International Falls,Koochiching,MN,56649,Rainy River,MRO,322,Minnesota Power Inc,NR
1991,10487,International Falls Power,Koochiching,MN,56649,Rainy River,MRO,322,Minnesota Power Inc,NR
1994,466,Boulder Canyon Hydro,Denver,CO,80306,Middle Boulder Creek,WECC,22,Public Service Co of Colorado,NR
1994,54679,Boulder City Lakewood Hydro,Boulder,CO,80306,North Boulder Creek,WECC,22,Public Service Co of Colorado,NR
1994,54680,Boulder City Betasso Hydroelectric Plant,Boulder,CO,80306,Middle Boulder Creek,WECC,22,Public Service Co of Colorado,NR
1994,55931,Boulder City Silver Lake Hydro,Boulder,CO,80306,North Boulder Creek,WECC,22,Public Service Co of Colorado,NR
2010,3665,Bountiful City,Davis,UT,84010,Municipality,WECC,22,,RE
2010,4263,Echo Dam,Summit,UT,84061,Echo Reservoir,WECC,22,,RE
2010,4264,Joes Valley Dam,Emery,UT,84010,Joes Valley Reservoir,WECC,22,,RE
2010,7132,Pine View Dam,Weber,UT,84401,Ogden River,WECC,22,,RE
2016,10556,Boott Hydropower,Middlesex,MA,1853,Merrimack,NPCC,22,New England Power Company,NR
2029,10596,Borden Chemicals Plastics Cogen,Ascension,LA,70734,Treated River Water,SERC,325,Entergy Gulf States Inc,NR
2048,10279,Kansas River Project,Douglas,KS,66044,Kansas River,SPP,22,"Westar Energy, Inc.",NR
2053,54216,U S Alliance Coosa Pines,Talladega,AL,35044,Coosa River,SERC,322,Alabama Power Co,NR
2087,55780,Bowie Power Station LLC,Cochise,AZ,85603,Wells,WECC,22,Tucson Electric Power Co,NR
2091,52031,Alliance Refinery,Plaquemines,LA,70037,Mississippi River,SERC,32411,Entergy Louisiana Inc,NR
2144,1660,Potter Station 2,Norfolk,MA,2184,Dry Cooling Tower,NPCC,22,,RE
2171,55357,Brazos Valley Generating Facility,Fort Bend,TX,77481,Brazos River,ERCOT,22,"CenterPoint Energy Houston Electric, LLC",NR
2172,3627,North Texas,Parker,TX,76087,Lake Weatherford,ERCOT,22,,RE
2172,3628,R W Miller,Palo Pinto,TX,76484,Lake Palo Pinto,ERCOT,22,,RE
2172,54817,Johnson County,Johnson,TX,76033,Municipality,ERCOT,22,,RE
2172,55230,Jack Energy Facility,Jack,TX,76458,Lake Bridge Port,ERCOT,22,,RE
2176,3557,Morris Sheppard,Palo Pinto,TX,76449,Brazos River,ERCOT,22,,RE
2179,10555,Brassua Hydroelectric Project,Somerset,ME,4478,Moose River,NPCC,22,Central Maine Power Co,NR
2184,54866,Bradford Dyeing Association,Washington,RI,2808,Private Well,NPCC,314,The Narragansett Electric Co,NR
2188,934,Breese,Clinton,IL,62230,Municipality,SERC,22,,RE
2220,3666,Brigham City,Box Elder,UT,84302,Mantua Reservoir,WECC,22,,RE
2226,10290,Bridgewater Power LP,Grafton,NH,3217,Wells,NPCC,22,Public Service Co of NH,NR
2232,55042,Bridgeport Energy Project,Fairfield,CT,6604,Bridgeport Harbor,NPCC,22,United Illuminating Co,NR
2253,55445,Brookhaven Energy Project,Suffolk,NY,11980,N/A,NPCC,22,Long Island Power Authority,NR
2255,10317,Baylor University Cogen,McLennan,TX,76706,,ERCOT,611,TXU Electric Delivery Company,NR
2265,54829,Bristol Myers Squibb,Middlesex,NJ,8903,Municipality,RFC,325,Public Service Elec & Gas Co,NR
2277,2221,Broken Bow,Custer,NE,68822,,MRO,22,,RE
2287,1128,Brooklyn,Poweshiek,IA,52211,Municipality,MRO,22,,RE
2287,7922,North Plant,Poweshiek,IA,52211,Municipality,MRO,22,,RE
2295,55425,Brockton Power,Plymouth,MA,2301,,NPCC,22,Massachusetts Electric Co,NR
2313,54914,Brooklyn Navy Yard Cogeneration,Kings,NY,11205,East River,NPCC,22,Consolidated Edison Co-NY Inc,NR
2338,55465,Amelia Energy Center,Jefferson,TX,77713,LNVRA,SERC,22,Entergy Gulf States Inc,NR
2338,55834,Sherry Energy Center,Wood,WI,54454,Wisconsin River,MRO,22,Wisconsin Power & Light Co,NR
2338,56104,Mankato Energy Center,Blue Earth,MN,56001,City of Mankato POTW,MRO,22,Northern States Power Co,NR
2371,51029,Brown University Central Heating,Providence,RI,2912,City Water Main,NPCC,611,The Narragansett Electric Co,NR
2387,55081,Brownsville Peaking Power,Haywood,TN,38012,,SERC,22,Tennessee Valley Authority,NR
2404,3558,Brownfield,Terry,TX,79316,Municipality,SPP,22,,RE
2409,3559,Silas Ray,Cameron,TX,78520,Rio Grande River,ERCOT,22,,RE
2430,10683,BCP,Morgan,CO,80723,City of Brush,WECC,22,Public Service Co of Colorado,NR
2439,2903,Bryan,Williams,OH,43506,Municipality Wells,RFC,22,,RE
2439,7657,Auglaize Hydro,Defiance,OH,43500,Auglaize River,RFC,22,,RE
2442,3561,Bryan,Brazos,TX,77801,Municipality,ERCOT,22,,RE
2442,6243,Dansby,Brazos,TX,77807,Lake,ERCOT,22,,RE
2468,54333,Bucknell University,Union,PA,17837,Municipality,RFC,611,Citizens Electric Co,NR
2507,375,Magnolia,Los Angeles,CA,91502,Municipality,WECC,22,,RE
2507,6013,Olive,Los Angeles,CA,91502,Municipality,WECC,22,,RE
2507,7987,Lake,Los Angeles,CA,91502,Municipality,WECC,22,,RE
2507,56046,Magnolia Power Project,Los Angeles,CA,91502,Municipality,WECC,22,,RE
2509,52034,Bunge Oil,Kankakee,IL,60915,,SERC,311,Commonwealth Edison Co,NR
2512,51000,Bunge Milling Cogen,Vermilion,IL,61832,Well,SERC,311,Illinois Power Co,NR
2518,152,Davis Dam,Mohave,AZ,86430,Colorado River,WECC,22,,RE
2518,153,Glen Canyon Dam,Coconino,AZ,86040,Lake Powell - Colorado River,WECC,22,,RE
2518,154,Hoover Dam,Clark,NV,89006,Lake Mead  - Colorado River,WECC,22,,RE
2518,441,Folsom,Sacramento,CA,95630,American River,WECC,22,,RE
2518,442,Judge F Carr,Shasta,CA,96003,Trinity River,WECC,22,,RE
2518,443,Keswick,Shasta,CA,96003,Sacramento River,WECC,22,,RE
2518,444,Nimbus,Sacramento,CA,95630,American River,WECC,22,,RE
2518,445,Shasta,Shasta,CA,96003,Sacramento River,WECC,22,,RE
2518,446,ONeill,Merced,CA,95376,O'Neill Forebay - San Luis Cre,WECC,22,,RE
2518,447,Parker Dam,San Bernardino,CA,92267,Colorado River,WECC,22,,RE
2518,450,Spring Creek,Shasta,CA,96003,Whiskey Town Reservoir-Clear C,WECC,22,,RE
2518,451,Trinity,Trinity,CA,96003,Trinity River,WECC,22,,RE
2518,505,Boysen,Fremont,WY,82649,Wind River,WECC,22,,RE
2518,512,Blue Mesa,Gunnison,CO,81401,Blue Mesa Reservoir-Gunnison R,WECC,22,,RE
2518,513,Estes,Larimer,CO,80517,Colorado River,WECC,22,,RE
2518,514,Morrow Point,Montrose,CO,81401,Morrow Point Reservoir-Gunniso,WECC,22,,RE
2518,515,Big Thompson,Larimer,CO,80538,Colorado River,WECC,22,,RE
2518,516,Green Mountain,Summit,CO,80459,Blue River,WECC,22,,RE
2518,517,Marys Lake,Larimer,CO,80517,Colorado River,WECC,22,,RE
2518,518,Flatiron,Larimer,CO,80539,Colorado River,WECC,22,,RE
2518,519,Pole Hill,Larimer,CO,80537,Colorado River,WECC,22,,RE
2518,520,Lower Molina,Mesa,CO,81401,Bonham Reservoir,WECC,22,,RE
2518,521,Upper Molina,Mesa,CO,81401,Bonham Reservoir,WECC,22,,RE
2518,674,Pilot Butte,Fremont,WY,82644,Wyoming Canal - Wind River,WECC,22,,RE
2518,850,Palisades,Bonneville,ID,83428,Snake River,WECC,22,,RE
2518,2203,Hungry Horse,Flathead,MT,59919,South Fork Flathead River,WECC,22,,RE
2518,2204,Yellowtail,Big Horn,MT,59034,Bighorn River,WECC,22,,RE
2518,4176,Fremont Canyon,Natrona,WY,82620,North Platte River,WECC,22,,RE
2518,4177,Glendo,Platte,WY,82213,North Platte River,WECC,22,,RE
2518,4178,Guernsey,Platte,WY,82214,North Platte River,WECC,22,,RE
2518,4180,Kortes,Carbon,WY,82334,North Platte River,WECC,22,,RE
2518,4182,Seminoe,Carbon,WY,82334,North Platte Medicine Bow Rive,WECC,22,,RE
2518,4183,Shoshone,Park,WY,82414,Shoshone River,WECC,22,,RE
2518,4185,Fontenelle,Lincoln,WY,83101,Fontenelle Reservoir-Green Riv,WECC,22,,RE
2518,6158,New Melones,Tuolumne,CA,95376,Stanislaus River,WECC,22,,RE
2518,6159,Crystal,Montrose,CO,81401,Crystal Reservoir-Gunnison Riv,WECC,22,,RE
2518,6163,Grand Coulee,Grant,WA,99133,Columbia River,WECC,22,,RE
2518,6208,Mount Elbert,Lake,CO,80461,Fryingpan River,WECC,22,,RE
2518,6395,Anderson Ranch,Elmore,ID,83647,South Fork Boise River,WECC,22,,RE
2518,6396,Black Canyon,Gem,ID,83617,Payette River,WECC,22,,RE
2518,6397,Boise R Diversion,Ada,ID,83706,Boise River,WECC,22,,RE
2518,6398,Minidoka,Minidoka,ID,83350,Snake River,WECC,22,,RE
2518,6400,Canyon Ferry,Lewis and Clark,MT,59601,Missouri River,WECC,22,,RE
2518,6402,Elephant Butte,Sierra,NM,87901,Rio Grande,WECC,22,,RE
2518,6403,Green Springs,Jackson,OR,97520,Trans-Mountain Diversion,WECC,22,,RE
2518,6404,Deer Creek,Wasatch,UT,84601,Deer Creek Reservoir,WECC,22,,RE
2518,6405,Flaming Gorge,Daggett,UT,84023,Flaming Gorge Reservoir-Green,WECC,22,,RE
