UTILCODE,PLNTCODE,PLNTNAME,CNTYNAME,STATE,PLNTZIP,WATSOURCE,NERC,NAICS,SERVAREA
15466,468,Cameo,Mesa,CO,81526,Colorado River,WECC,22,
15466,469,Cherokee,Adams,CO,80216,South Platte River,WECC,22,
15466,470,Comanche,Pueblo,CO,81006,Arkansas River,WECC,22,
15466,471,Fruita,Mesa,CO,81521,N/A,WECC,22,
15466,472,Georgetown,Clear Creek,CO,80444,South Clear Creek,WECC,22,
15466,473,Palisade,Mesa,CO,81526,Colorado River,WECC,22,
15466,474,Salida,Chaffee,CO,81201,South Arkansas River,WECC,22,
15466,476,Shoshone,Garfield,CO,81601,Colorado River,WECC,22,
15466,477,Valmont,Boulder,CO,80302,Boulder Creek,WECC,22,
15466,478,Zuni,Denver,CO,80204,South Platte River,WECC,22,
15466,525,Hayden,Routt,CO,81639,Yampa River,WECC,22,
15466,6112,Fort St Vrain,Weld,CO,80651,So Platte River/St Vrain Creek,WECC,22,
15466,6206,Tacoma,La Plata,CO,81301,Electra Lake,WECC,22,
15466,6207,Ames Hydro,San Miguel,CO,81426,Trout Lake & Lake Hope,WECC,22,
15466,6248,Pawnee,Morgan,CO,80723,South Platte River,WECC,22,
15466,7937,Ponnequin,Weld,CO,81201,,WECC,22,
15466,8067,Fort Lupton,Adams,CO,80621,N/A,WECC,22,
15470,1001,Cayuga,Vermillion,IN,47900,Wabash River,ECAR,22,
15470,1002,Connersville,Fayette,IN,47300,N/A,ECAR,22,
15470,1004,Edwardsport,Knox,IN,47500,White River,ECAR,22,
15470,1005,Markland,Switzerland,IN,47000,Ohio River,ECAR,22,
15470,1006,Miami Wabash,Wabash,IN,47000,N/A,ECAR,22,
15470,1007,Noblesville,Hamilton,IN,46060,White River,ECAR,22,
15470,1008,R Gallagher,Floyd,IN,47200,Ohio River,ECAR,22,
15470,1010,Wabash River,Vigo,IN,47900,Wabash River,ECAR,22,
15470,6113,Gibson,Gibson,IN,47665,Gibson Lake,ECAR,22,
15470,7228,NA 1,NOT IN FILE,IN,0,N/A,ECAR,22,
15470,7763,Henry County,Henry,IN,47362,,ECAR,22,
15470,55110,Madison,Butler,OH,45067,,ECAR,22,
15472,2354,Amoskeag,Hillsborough,NH,3102,Merrimack River,NPCC,22,
15472,2355,Ayers Island,Grafton,NH,3222,Pemigewasset River,NPCC,22,
15472,2356,Eastman Falls,Merrimack,NH,3235,Pemigewasset River,NPCC,22,
15472,2357,Garvins Falls,Merrimack,NH,3301,Merrimack River,NPCC,22,
15472,2358,Gorham,Coos,NH,3581,Androscoggin River,NPCC,22,
15472,2359,Hooksett,Merrimack,NH,3106,Merrimack River,NPCC,22,
15472,2360,Jackman,Hillsborough,NH,3244,North Branch Contoocook River,NPCC,22,
15472,2362,Lost Nation,Coos,NH,3852,,NPCC,22,
15472,2364,Merrimack,Merrimack,NH,3301,Merrimack River,NPCC,22,
15472,2367,Schiller,Rockingham,NH,3801,Piscataqua River,NPCC,22,
15472,2368,Smith,Coos,NH,3570,Androscoggin River,NPCC,22,
15472,2369,White Lake,Carroll,NH,3886,,NPCC,22,
15472,3750,Canaan,Essex,VT,5903,Connecticut River,NPCC,22,
15472,8002,Newington,Rockingham,NH,3801,Piscataqua River,NPCC,22,
15473,2447,Las Vegas,San Miguel,NM,87701,Wells,WECC,22,
15473,2450,Reeves,Bernalillo,NM,87113,Wells,WECC,22,
15473,2451,San Juan,San Juan,NM,87421,River,WECC,22,
15473,2475,Algodones,Sandoval,NM,87001,Wells,WECC,22,
15473,7967,Lordsburg Generating,Hidalgo,NM,88045,Wells,WECC,22,
15473,55210,Afton Generating Station,Dona Ana,NM,88044,Well,WECC,22,
15473,55252,Eddy County Generating Station,Eddy,NM,,,WECC,22,
15473,55343,Luna Energy Facility,Luna,NM,88030,Wells,WECC,22,
15473,55802,Valencia Energy Facility,Valencia County,NM,87002,Rio Grande Utility Corp,WECC,22,Public Service Co of NM
15474,127,Oklaunion,Wilbarger,TX,76373,Lake,ERCOT,22,
15474,2963,Northeastern,Rogers,OK,74053,Oologah Resr & Verdi,SPP,22,
15474,2964,Southwestern,Caddo,OK,73094,Ft Cobb Resr & Washi,SPP,22,
15474,2965,Tulsa,Tulsa,OK,74102,Arkansas River,SPP,22,
15474,2966,Weleetka,Okfuskee,OK,74880,,SPP,22,
15474,4940,Riverside,Tulsa,OK,74037,Arkansas River,SPP,22,
15474,8059,Comanche,Comanche,OK,73501,City Of Lawton Treat,SPP,22,
15476,55517,PPL Wallingford Energy LLC,New Haven,CT,6460,Municipality,NPCC,22,Connecticut Light & Power Co
15478,2410,PSEG Salem Generating Station,Salem,NJ,8038,Delaware River,MAAC,22,Public Service Elec & Gas Co
15478,6118,PSEG Hope Creek Generating Station,Salem,NJ,8038,Delaware River,MAAC,22,Public Service Elec & Gas Co
15491,55310,Meriden Power Project,New Haven,CT,6450,Connecticut River,NPCC,22,Northeast Utilities
15493,55437,Putnam Energy Center,Putman,IN,46120,Cloverdale Municipality,ECAR,22,PSI Energy Inc
15500,99,Frederickson,Pierce,WA,98446,City of Tacoma,WECC,22,
15500,607,Fredonia,Skagit,WA,98233,Skagit PUD,WECC,22,
15500,3853,Crystal Mountain,Pierce,WA,98446,None,WECC,22,
15500,3854,Electron,Pierce,WA,98360,Puyallup River,WECC,22,
15500,3855,Lower Baker,Skagit,WA,98237,Baker River,WECC,22,
15500,3860,Snoqualmie,King,WA,98065,Snoqualmie River,WECC,22,
15500,3861,Upper Baker,Whatcom,WA,98237,Baker River,WECC,22,
15500,3862,White River,Pierce,WA,98390,White River,WECC,22,
15500,6120,Whitehorn,Whatcom,WA,98230,Whatcom PUD,WECC,22,
15500,7867,Snoqualmie 2,King,WA,98065,Snoqualmie,WECC,22,
15500,7870,Encogen,Whatcom,WA,98225,Lake Whatcom,WECC,22,
15500,56255,Hopkins Ridge Wind,Columbia,WA,99328,,WECC,22,
15500,56322,Wild Horse Wind,Kittitas,WA,98926,,WECC,22,
15501,55713,PPL Eden Generating Facility,Lancaster,PA,17566,,MAAC,22,PPL Electric Utilities Corp
15509,54443,North Riley,Gaines,TX,79360,,SPP,211,Southwestern Public Service Co
15519,55772,P.E.R.C.,Pierce,WA,98375,N/A,WECC,22,Puget Sound Energy Inc
15526,50240,Purdue University,Tippecanoe,IN,47907,Wells,ECAR,611,PSI Energy Inc
15534,3149,PPL Montour,Montour,PA,17884,Susquehanna River,MAAC,22,PPL Electric Utilities Corp
15537,3140,PPL Brunner Island,York,PA,17370,Susquehanna River,MAAC,22,PPL Electric Utilities Corp
15591,50221,R J Reynolds Tobaccoville Utility Plant,Forsyth,NC,27050,Municipality,SERC,3122,Duke Energy Corporation
15597,56079,STEC-S LLC,Arkansas,AR,72160,Well & Municipality,SERC,22,Entergy Arkansas Inc
15609,50201,Rabun Gap Cogen Facility,Rabun,GA,30568,Little Tennessee River,SERC,315,Georgia Power Co
15619,3827,Radford,Pulaski,VA,24141,Little River,ECAR,22,
15642,55246,Ramapo Energy LP,Rockland,NY,10901,United Water New York,NPCC,22,Consolidated Edison Co-NY Inc
15686,958,Rantoul,Champaign,IL,61866,,MAIN,22,
15694,52054,Rapidan Hydro Facility,Blue Earth,MN,56001,Blue Earth,MRO,22,Northern States Power Co
15698,2468,Raton,Colfax,NM,87740,Municipality,WECC,22,
15708,55179,Rathdrum Operating,Kootenai,ID,83858,Well,WECC,22,Bonneville Power Admin
15726,10560,Rayonier Jesup Mill,Wayne,GA,31545,Wells,SERC,322,Georgia Power Co
15726,10562,Rayonier Fernandina Mill,Nassau,FL,32034,Groundwater Wells,FRCC,322,Florida Public Utilities Co
15728,1456,Rayne,Acadia,LA,70578,Municipality,SPP,22,
15734,54337,NRG Energy San Diego,San Diego,CA,92101,N/A,WECC,22,San Diego Gas & Electric Co
15743,10110,Frito-Lay Cogen Plant,Kern,CA,93314,Wells,WECC,311,Pacific Gas & Electric Co
15772,959,Red Bud,Randolph,IL,62278,Municipality,MAIN,22,
15773,2299,Red Cloud,Webster,NE,68970,Municipality,MRO,22,
15776,7294,Central Energy Plant,Orange,FL,32830,Municipality,FRCC,22,
15783,7189,Whiskeytown,Shasta,CA,96001,Whiskeytown Lake,WECC,22,
15783,7307,Redding Power,Shasta,CA,96001,City Of Redding,WECC,22,
15787,50267,Redlands Water & Power,Mesa,CO,81503,Gunnison River,WECC,22,Public Service Co of Colorado
15790,55687,Bighorn Electric Generating Station,Clark,NV,89019,Treated Wastewater,WECC,22,Nevada Power Company
15793,2009,Redwood Falls,Redwood,MN,56283,Redwood River,MRO,22,
15793,7982,South Generation,Redwood,MN,56283,Municipality,MRO,22,
15795,50700,Lilliwaup Falls Generating,Mason,WA,98555,Lilliwaup Creek,WECC,22,PUD No 1 of Mason County
15824,50225,Regional Waste Systems,Cumberland,ME,4102,Portland/Cooling Tower,NPCC,22,Central Maine Power Co
15830,345,Mandalay,Ventura,CA,93035,Pacific Ocean Via Channel,WECC,22,Southern California Edison Co
15832,55644,Chula Vista II,San Diego,CA,91911,,WECC,22,San Diego Gas & Electric Co
15836,331,Etiwanda Generating Station,San Bernardino,CA,91739,Wells & Reclaim Water,WECC,22,Southern California Edison Co
15844,329,Coolwater,San Bernardino,CA,92327,Wells,WECC,22,Southern California Edison Co
15850,8076,Ellwood,Santa Barbara,CA,93117,N/A,WECC,22,Southern California Edison Co
15851,55731,Arrow Canyon Generating Station,Clark,NV,89040,Wells,WECC,22,Nevada Power Company
15860,1038,Rensselaer,Jasper,IN,47978,Municipality,ECAR,22,
15864,2385,Werner,Middlesex,NJ,8879,,MAAC,22,Jersey Central Power & Lt Co
15864,2390,Sayreville,Middlesex,NJ,8872,Rariton River,MAAC,22,Jersey Central Power & Lt Co
15864,2393,Gilbert,Hunterdon,NJ,8848,Delaware River,MAAC,22,Jersey Central Power & Lt Co
15864,8227,Glenn Gardner,Hunterdon,NJ,8826,,MAAC,22,Jersey Central Power & Lt Co
15880,54704,CenterPoint Energy Field Svs.,Bossier,LA,71037,Wells,SPP,324,Southwestern Electric Power Co
15881,55692,Signal Peak Generating Project,Pinal,AZ,85222,Colorado River,WECC,22,Salt River Project
15885,55976,Hunterstown,Adams,PA,17325,Wells,MAAC,22,Metropolitan Edison Co
15908,350,Ormond Beach,Ventura,CA,93033,Pacific Ocean,WECC,22,Southern California Edison Co
15912,55054,Biodyne Pontiac,Livingston,IL,61764,,MAIN,22,Commonwealth Edison Co
15912,55055,Biodyne Beecher,Will,IL,60401,,MAIN,22,Commonwealth Edison Co
15912,55056,Biodyne Congress,Cook,IL,60160,,MAIN,22,Commonwealth Edison Co
15912,55057,Biodyne Peoria,Peoria,IL,61517,,MAIN,22,Central Illinois Light Co
15912,55058,Biodyne Lansing,Cook,IL,60438,,MAIN,22,Commonwealth Edison Co
15912,55059,Biodyne Springfield,Sangamon,IL,60606,,MAIN,22,Central Illinois Light Co
15912,55060,Biodyne Lyons,Cook,IL,60525,,MAIN,22,Commonwealth Edison Co
15917,54886,Saint Mary of Nazareth Hospital,Cook,IL,60622,N/A,MAIN,622,Commonwealth Edison Co
15927,52063,Martinez Sulfuric Acid Regeneration Plt,Contra Costa,CA,94553,Contra Costa Canal,WECC,325188,Pacific Gas & Electric Co
15927,52064,Rhodia Dominguez Plant,Los Angeles,CA,90810,Dominguez Wolver District,WECC,325188,Southern California Edison Co
15927,52065,Rhodia Houston Plant,Harris,TX,77012,Municipal,ERCOT,325188,"CenterPoint Energy Houston Electric, LLC"
15941,50054,Rice University,Harris,TX,77005,City Of Houston,ERCOT,611,"CenterPoint Energy Houston Electric, LLC"
15943,2154,Rich Hill,Bates,MO,64779,,SPP,22,
15950,50268,Hewittville Hydroelectric,ST Lawrence,NY,13668,Hydroelectric Raquette River,NPCC,22,Niagara Mohawk Power Corp
15950,50269,Unionville Hydro Project 2499 NY,St Lawrence,NY,13668,Hydroelectric - Raquette River,NPCC,22,Niagara Mohawk Power Corp
15951,10728,Barker Lower,Androscoggin,ME,4210,Little Androscoggin,NPCC,22,Central Maine Power Co
15951,50688,Gardiner,Kennebec,ME,4345,Cobbosseconlee River,NPCC,22,Central Maine Power Co
15951,50699,Pumpkin Hill,Kennebec,ME,4417,Passadunnkeag River,NPCC,22,Bangor Hydro-Electric Co
15951,52171,Barker Mill Upper,Androscoggin,ME,4210,Little Androscoggin,NPCC,22,Central Maine Power Co
15951,54123,Mechanic Falls,Androscoggin,ME,4256,Little Androscoggin,NPCC,22,Central Maine Power Co
15951,54124,Pittsfield,Waldo,ME,4967,Sebasticook River,NPCC,22,Central Maine Power Co
15986,10767,Rio Bravo Fresno,Fresno,CA,93725,Municipality,WECC,22,Pacific Gas & Electric Co
15988,55187,Channelview Cogeneration Plant,Harris,TX,77530,Equistar Chemicals,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
15989,1040,Whitewater Valley,Wayne,IN,47375,East Fork Of Whitewater River,ECAR,22,
15998,3130,Seward,Indiana,PA,15944,Conemaugh River,MAAC,22,Pennsylvania Electric Co
16001,52024,Rhode Island Hospital,Providence,RI,2903,Municipality,NPCC,622,The Narragansett Electric Co
16002,10769,Rio Bravo Poso,Kern,CA,93380,Wells,WECC,22,Pacific Gas & Electric Co
16008,55428,Markham Energy Storage Center,Matagorda,TX,77414,N/A,ERCOT,22,AEP Texas Central Company
16008,55456,Napoleonville Energy Storage Center,,LA,70341,,SERC,22,Entergy New Orleans Inc
16024,54464,Riverwood International Macon Mill,Bibb,GA,31206,Ocmulgee River,SERC,322,Georgia Power Co
16031,334,Riverside Canal Power,San Bernardino,CA,92313,Wells1,WECC,22,Southern California Edison Co
16045,55820,RCWMD Badlands Landfill Gas Project,Riverside,CA,92555,,WECC,2212,Southern California Edison Co
16061,10768,Rio Bravo Jasmin,Kern,CA,93308,Municipality,WECC,22,Southern California Edison Co
16064,50028,Plant 31 Paper Mill,Ouachita,LA,71291,Ouachita River,SERC,32213,Entergy Louisiana Inc
16070,54729,Taylor Draw Hydroelectric Facility,Rio Blanco,CO,81648,White River,WECC,22,Moon Lake Electric Assn Inc
16073,54057,Riverview Energy Systems,Wayne,MI,48192,,ECAR,22,Detroit Edison Co
16077,10772,Rio Bravo Rocklin,Placer,CA,95648,Municipality,WECC,22,Pacific Gas & Electric Co
16082,4133,Junction,Pierce,WI,54022,Kinnickinnic River,MRO,22,
16088,56143,Riverside Energy Resource Center,Riverside,CA,92504,,WECC,22,
16088,56144,Springs Generating Station,Riverside,CA,92507,,WECC,22,
16098,54338,Rio Grande Valley Sugar Growers,Hidalgo,TX,78593,Municipality,ERCOT,311,AEP Texas Central Company
16099,50919,Rock Tenn,Lynchburg,VA,24505,Municipality,SERC,32213,Appalachian Power Co
16124,55198,Riverside Generating LLC,Lawrence,KY,41129,Big Sandy Water District,ECAR,22,Kentucky Power Co
16175,3608,Robstown,Nueces,TX,78380,Nueces Water District,ERCOT,22,
16179,960,North Ninth Street,Ogle,IL,61068,Municipality,MAIN,22,
16179,961,South Main Street,Ogle,IL,61068,Municipality,MAIN,22,
16179,7770,1515 S Caron Road,Ogle,IL,61068,Municipality,MAIN,22,
16181,2007,Rochester Hydro,Wabasha,MN,55956,Lake Zumbro,MRO,22,
16181,2008,Silver Lake,Olmsted,MN,55903,Zumbro River,MRO,22,
16181,6058,Cascade Creek,Olmsted,MN,55901,NA,MRO,22,
16181,56269,IBM West,Olmsted,MN,55901,,MRO,22,
16183,2638,Rochester 26,Monroe,NY,14604,Genesee River,NPCC,22,
16183,2639,Rochester 2,Monroe,NY,14614,Genesee River,NPCC,22,
16183,2640,Rochester 3,Monroe,NY,14614,,NPCC,22,
16183,2641,Rochester 5,Monroe,NY,14621,Genesee River,NPCC,22,
16183,2642,Rochester 7,Monroe,NY,14612,Lake Ontario,NPCC,22,
16183,2644,Rochester 9,Monroe,NY,14611,,NPCC,22,
16183,2646,Wiscoy 170,Allegany,NY,14735,Wiscoy Creek,NPCC,22,
16183,7784,Allegany Cogen,Allegany,NY,14735,Wiscoy Creek,NPCC,22,
16190,50406,Somerset Plant,Somerset,ME,4976,Kennebec River,NPCC,322122,Central Maine Power Co
16191,50230,Robbins Lumber,Waldo,ME,4973,Surface Water Mill Site,NPCC,321,Central Maine Power Co
16197,55109,Rocky Road Power LLC,Kane,IL,60118,,MAIN,22,Commonwealth Edison Co
16198,7474,Upper Sterling,Whiteside,IL,61071,Municipality Wells,MAIN,22,
16198,7854,Avenue A Generator Sets,Whiteside,IL,61071,,MAIN,22,
16198,7934,Industrial Park,Whiteside,IL,61071,,MAIN,22,
16203,54248,Rock Tenn Dallas Mill,Dallas,TX,75203,Municipal,ERCOT,32213,Town of Dallas
16204,55641,Riverside Energy Center,Rock,WI,53511,Wells,MAIN,22,Interstate Power and Light Co
16206,1181,Rock Rapids,Lyon,IA,51246,N/A,MRO,22,
16211,1180,Rockford,Floyd,IA,50468,City Water,MAIN,22,
16214,55401,Rolling Hills Generating LLC,Vinton,OH,45695,Municipality,ECAR,22,Columbus Southern Power Co
16217,2695,Charles P Keller,Nassau,NY,11571,Municipality,NPCC,22,
16233,55749,Hardin Generator Project,Big Horn,MT,59034,Bighorn River,WECC,22,NorthWestern Energy
16238,55835,Rocky Mountain Energy Center,Weld,CO,80643,Waste Water Effluent,WECC,22,Public Service Co of Colorado
16245,55884,Rolling Hills,Berks,PA,19512,,MAAC,562212,Metropolitan Edison Co
16285,2010,Roseau,Roseau,MN,56751,N/A,MRO,22,
16294,50396,Dillard Complex,Douglas,OR,97432,South Umpqua River,WECC,321,PacifiCorp
16295,56298,Roseville Energy Park,Placer,CA,95678,Municipality/recycled water,WECC,22,
16380,54820,RTC Properties,Hudson,NJ,7032,Wells,MAAC,22,Public Service Elec & Gas Co
16397,50173,Rowan University,Gloucester,NJ,8028,N/A,MAAC,611,Atlantic City Electric Co
16415,10493,Rumford Falls Power,Oxford,ME,4276,Androscoggin River,NPCC,322,Central Maine Power Co
16427,56103,Rushford Power Plant,Fillmore,MN,55971,,MRO,22,
16440,1319,Russell Downtown,Russell,KS,67665,Municipality,SPP,22,
16440,7930,Russell Energy Center,Russell,KS,67665,Municipality,SPP,22,
16463,1458,Ruston,Lincoln,LA,71270,Municipality,SPP,22,
16498,10519,Milton Hydro,Strafford,NH,3851,Nashua River,NPCC,22,Public Service Co of NH
16502,54253,S&L Cogeneration,Galyaston,TX,77592,Municipality,ERCOT,325,Texas-New Mexico Power Co
16504,50057,Salk Institute,San Diego,CA,92037,Municipality,WECC,561,San Diego Gas & Electric Co
16506,50865,Salinas River Cogeneration,San Ardo,CA,93450,Cooling Municipality,WECC,22,Pacific Gas & Electric Co
16510,55449,Nueces Energy Project,Nueces,TX,78380,,ERCOT,22,American Electric Power Co Inc
16510,55450,Watermill Electric Generating,Ellis,TX,75125,,ERCOT,22,"TXU Energy Trading Co., LP"
16518,1320,Sabetha Power Plant,Nemaha,KS,66534,Cooling-Municipality,SPP,22,
16534,430,Camino,El Dorado,CA,95726,Silver Creek,WECC,22,
16534,431,Jaybird,El Dorado,CA,95725,Silver Creek,WECC,22,
16534,432,Loon Lake,El Dorado,CA,95276,Gerle Creek,WECC,22,
16534,433,Robbs Peak,El Dorado,CA,95725,South Fork Rubicon,WECC,22,
16534,435,White Rock/Slab Creek,El Dorado,CA,95709,South Fork American River,WECC,22,
16534,529,Solar,Sacramento,CA,95638,N/A,WECC,22,
16534,531,Camp Far West,Placer,CA,95692,Bear River,WECC,22,
16534,534,Jones Fork,El Dorado,CA,95725,South Fork Silver Creek,WECC,22,
16534,535,McClellan,Sacramento,CA,95652,N/A,WECC,22,
16534,6612,Union Valley,El Dorado,CA,95725,Silver Creek,WECC,22,
16534,7526,Solano Wind,Solano,CA,94512,,WECC,22,
16534,7527,Carson Ice-Gen Project,Sacramento,CA,95758,Sacramento County Water,WECC,22,
16534,7551,SCA Cogen 2,Sacramento,CA,95824,Sacramento City Water,WECC,22,
16534,7552,SPA Cogen 3,Sacramento,CA,95824,Sacramento City Water,WECC,22,
16534,55970,Cosumnes,Sacramento,CA,95638,Unavailable,WECC,22,
16537,3175,Safe Harbor,Lancaster,PA,17516,Susquehanna River,MAAC,22,
16544,50041,Norton Powerhouse,Worcester,MA,1606,"Cogen Plan, Not Water Cooled",NPCC,327,National Grid
16546,55766,Kiefer Landfill,Sacramento,CA,95683,,WECC,562212,Sacramento Municipal Util Dist
16548,50952,Saint Francis Hospital,Cook,IL,60202,Municipality,MAIN,622,Commonwealth Edison Co
16553,54271,Saguaro Power,Clark,NV,89015,Pioneer Chlor Alkali,WECC,22,Nevada Power Company
16558,56288,Salem Water Plant,Salem,VA,24153,,ECAR,22131,
16558,56289,Salem Street Dept,Salem,VA,24153,,ECAR,336,
16560,7400,Salisbury City of,Chariton,MO,65281,N/A,SPP,22,
16572,100,South Consolidated,Maricopa,AZ,85072,South Consolidated Canal,WECC,22,
16572,141,Agua Fria,Maricopa,AZ,85072,Wells,WECC,22,
16572,143,Crosscut,Maricopa,AZ,85072,Crosscut Canal,WECC,22,
16572,145,Horse Mesa,Maricopa,AZ,85072,Salt River,WECC,22,
16572,147,Kyrene,Maricopa,AZ,85072,Western Canal,WECC,22,
16572,148,Mormon Flat,Maricopa,AZ,85072,Salt River,WECC,22,
16572,149,Roosevelt,Maricopa,AZ,85072,Salt River,WECC,22,
16572,150,Stewart Mountain,Maricopa,AZ,85072,Salt River,WECC,22,
16572,4941,Navajo,Coconino,AZ,85072,Lake Powell,WECC,22,
16572,6177,Coronado,Apache,AZ,85072,Wells,WECC,22,
16572,7998,Tri Cities,Maricopa,AZ,85072,,WECC,22,
16572,8068,Santan,Maricopa,AZ,85072,Wells,WECC,22,
16572,55129,Desert Basin,Pinal,AZ,85072,"Cntrl Az Prjct, Waste Water",WECC,22,
16578,54800,Saint Agnes Medical Center,Fresno,CA,93729,,WECC,622,Pacific Gas & Electric Co
16579,10733,Santa Maria Cogen Plant,Santa Barbara,CA,93458,Wells,WECC,22,Pacific Gas & Electric Co
16583,50234,San Antonio Community Hospital,San Bernardino,CA,91786,Municipal,WECC,622,Southern California Edison Co
16604,3609,Leon Creek,Bexar,TX,78211,Wells,ERCOT,22,
16604,3610,Mission Road,Bexar,TX,78210,Wells,ERCOT,22,
16604,3611,O W Sommers,Bexar,TX,78263,San Antonio River,ERCOT,22,
16604,3612,V H Braunig,Bexar,TX,78112,San Antonio River,ERCOT,22,
16604,3613,W B Tuttle,Bexar,TX,78217,Wells,ERCOT,22,
16604,6181,J T Deely,Bexar,TX,78263,San Antonio River,ERCOT,22,
16604,7097,J K Spruce,Bexar,TX,78263,San Antonio River,ERCOT,22,
16604,7512,Arthur Von Rosenberg,Bexar,TX,78112,San Antonio River,ERCOT,22,
16609,309,Silver Gate,San Diego,CA,92113,San Diego Bay,WECC,22,
16609,56232,Miramar,San Diego,CA,92121,N/A,WECC,22,
16612,380,Dion R Holm,Tuolumne,CA,95321,Cherry Reservoir,WECC,22,
16612,381,Moccasin,Tuolumne,CA,95347,Priest Reservoir,WECC,22,
16612,382,R C Kirkwood,Tuolumne,CA,95321,Hetch Hetchy Reservoir,WECC,22,
16612,751,Moccasin Low Head Hydro Project,Tuolumne,CA,95347,Moccasin Reservoir,WECC,22,
16612,56305,San Francisco Electric Reliability Proj.,San Francisco,CA,94158,Municipality,WECC,22,
16612,56306,San Francisco Intl Airport Ct Project,San Francisco,CA,94102,Municipality,WECC,22,
16620,55854,San Joaqunin Valley Energy Center,Fresno,CA,93660,Reclaimed,WECC,22,Pacific Gas & Electric Co
16624,6183,San Miguel,Atascosa,TX,78012,Wells,ERCOT,22,
16625,50061,San Diego State University,San Diego,CA,92182,City Of San Diego,WECC,611,San Diego Gas & Electric Co
